,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
1410,6183.777,,
1411,483.46786,,
1412,2224.5464,,
1413,3128.2207,,
1414,1864.7722,,
1415,3693.436,,
1416,3048.998,,
1417,1950.479,,
1418,691.4251,,
1419,4107.553,,
1420,2841.8438,,
1421,1165.7736,,
1422,3436.1094,,
1423,1552.6495,,
1424,2048.4404,,
1425,1251.7764,,
1426,3295.8027,,
1427,777.6853,,
1428,2602.4036,,
1429,789.6535,,
1430,1653.8229,,
1431,2360.4058,,
1432,921.97675,,
1433,1078.008,,
1434,3024.1858,,
1435,333.31927,,
1436,3678.6934,,
1437,4554.946,,
1438,1060.2118,,
1439,651.5057,,
1440,1561.9598,,
1441,2083.6785,,
1442,1536.2686,,
1443,2155.0515,,
1444,4657.522,,
1445,15.718983,,
1446,2289.1106,,
1447,5333.2485,,
1448,1770.9014,,
1449,3336.9539,,
1450,2395.3967,,
1451,4095.4033,,
1452,884.29114,,
1453,9780.995,,
1454,2415.702,,
1455,121.26434,,
1456,2322.5564,,
1457,3490.1565,,
1458,922.71155,,
1459,1543.327,,
1460,3842.3267,,
1461,2711.9885,,
1462,2902.9897,,
1463,2404.5007,,
1464,461.2626,,
1465,3722.0657,,
1466,4382.0625,,
1467,579.2282,,
1468,1791.0612,,
1469,938.4207,,
1470,2760.8608,,
1471,1597.5111,,
1472,4328.6895,,
1473,5306.9946,,
1474,6372.235,,
1475,2029.5983,,
1476,1927.8752,,
1477,2410.2952,,
1478,4379.279,,
1479,6889.5376,,
1480,3622.0632,,
1481,1520.6885,,
1482,2552.1743,,
1483,3919.0354,,
1484,1675.4742,,
1485,1114.927,,
1486,4783.728,,
1487,260.1436,,
1488,2634.646,,
1489,1954.9797,,
1490,3525.3547,,
1491,3670.9453,,
1492,609.8448,,
1493,345.99445,,
1494,240.51854,,
1495,3096.4905,,
1496,846.2654,,
1497,573.883,,
1498,2614.2168,,
1499,2365.7783,,
1500,423.40924,,
1501,1915.8943,,
1502,766.56616,,
1503,6151.493,,
1504,2012.3281,,
1505,199.55135,,
1506,2907.8433,,
1507,1290.9794,,
1508,2609.96,,
1509,3651.8408,,
1510,292.16364,,
1511,1857.288,,
1512,2398.4565,,
1513,837.15546,,
1514,2345.3833,,
1515,2578.3608,,
1516,180.50496,,
1517,279.47064,,
1518,-359.98175,,
1519,1738.6488,,
1520,1346.1926,,
1521,684.9425,,
1522,2833.197,,
1523,3166.92,,
1524,2681.8096,,
1525,216.5966,,
1526,899.51965,,
1527,1518.9386,,
1528,774.0156,,
1529,2037.8431,,
1530,84.84002,,
1531,750.54144,,
1532,3402.0103,,
1533,232.05908,,
1534,3129.2996,,
1535,1594.9072,,
1536,2542.4475,,
1537,1714.4227,,
1538,1617.9332,,
1539,1929.1187,,
1540,2627.1128,,
1541,1474.1915,,
1542,687.8653,,
1543,1656.3728,,
1544,501.9129,,
1545,624.67114,,
1546,3351.681,,
1547,231.30023,,
1548,5557.078,,
1549,2531.591,,
1550,3066.7847,,
1551,2126.8928,,
1552,374.26132,,
1553,2231.0825,,
1554,2093.8167,,
1555,2503.393,,
1556,2552.223,,
1557,1501.2112,,
1558,1024.6349,,
1559,4023.5366,,
1560,1934.99,,
1561,1108.0547,,
1562,-35.542072,,
1563,1926.2648,,
1564,283.93692,,
1565,1622.1812,,
1566,1858.0372,,
1567,3362.488,,
1568,1359.6118,,
1569,2489.248,,
1570,1319.5342,,
1571,4333.846,,
1572,1324.3649,,
1573,3510.4321,,
1574,431.45224,,
1575,5146.4526,,
1576,2204.8115,,
1577,524.2466,,
1578,2075.0256,,
1579,696.83417,,
1580,1726.6044,,
1581,3501.267,,
1582,2835.3586,,
1583,2093.6099,,
1584,2339.5256,,
1585,3510.4773,,
1586,3065.6094,,
1587,1803.5468,,
1588,1005.39307,,
1589,2369.815,,
1590,1672.3995,,
1591,68.96342,,
1592,3412.4539,,
1593,460.6731,,
1594,1763.8812,,
1595,996.63226,,
1596,4742.1235,,
1597,4162.099,,
1598,4515.3335,,
1599,2138.8582,,
1600,3139.4043,,
1601,1296.4926,,
1602,1365.8623,,
1603,2465.7444,,
1604,2858.983,,
1605,745.2525,,
1606,7341.948,,
1607,3312.8584,,
1608,2576.0918,,
1609,1419.1924,,
1610,3598.0237,,
1611,149.858,,
1612,2082.0813,,
1613,3547.524,,
1614,515.25745,,
1615,3731.3828,,
1616,165.66075,,
1617,1819.0714,,
1618,3206.4001,,
1619,1081.0034,,
1620,2270.7114,,
1621,2714.9631,,
1622,4718.009,,
1623,1903.301,,
1624,2351.795,,
1625,1422.9332,,
1626,3824.0537,,
1627,2397.2803,,
1628,2795.5427,,
1629,12.394867,,
1630,3199.2444,,
1631,2824.1565,,
1632,1283.8965,,
1633,602.20184,,
1634,3809.1929,,
1635,1768.023,,
1636,3700.9866,,
1637,997.50916,,
1638,4585.2524,,
1639,3382.368,,
1640,2776.2378,,
1641,3718.3276,,
1642,892.0712,,
1643,2679.507,,
1644,460.736,,
1645,3122.1426,,
1646,1576.9475,,
1647,3410.2793,,
1648,455.86398,,
1649,2371.8262,,
1650,1764.0695,,
1651,219.60048,,
1652,781.95325,,
1653,3733.0305,,
1654,3857.2117,,
1655,1305.6056,,
1656,2562.7766,,
1657,526.3773,,
1658,1782.4,,
1659,890.83685,,
1660,3250.5847,,
1661,1622.4177,,
1662,3750.0315,,
1663,1543.3815,,
1664,368.7458,,
1665,3203.3762,,
1666,5878.3086,,
1667,1342.8488,,
1668,4064.5862,,
1669,1023.5981,,
1670,3412.5957,,
1671,3474.5588,,
1672,1309.6749,,
1673,1796.2797,,
1674,941.89575,,
1675,4688.5967,,
1676,249.8499,,
1677,1846.9686,,
1678,1359.468,,
1679,4688.7715,,
1680,1867.1823,,
1681,2280.9497,,
1682,2529.2034,,
1683,1014.48956,,
1684,333.89987,,
1685,4401.532,,
1686,3330.51,,
1687,3291.6675,,
1688,1406.5972,,
1689,691.3225,,
1690,1648.9912,,
1691,693.39606,,
1692,1594.8727,,
1693,2820.4468,,
1694,1672.7118,,
1695,652.63226,,
1696,2669.6658,,
1697,2629.312,,
1698,1882.2755,,
1699,509.46844,,
1700,4887.95,,
1701,1177.0767,,
1702,1293.2499,,
1703,2003.9387,,
1704,1850.5878,,
1705,1712.2974,,
1706,5145.9224,,
1707,2632.176,,
1708,4624.9863,,
1709,2872.0588,,
1710,172.89198,,
1711,2684.662,,
1712,3080.4338,,
1713,2029.9545,,
1714,4783.484,,
1715,3303.1584,,
1716,3851.0432,,
1717,2098.8857,,
1718,544.7459,,
1719,1329.4863,,
1720,2837.9177,,
1721,2400.3723,,
1722,2576.674,,
1723,1768.5741,,
1724,2932.767,,
1725,756.1423,,
1726,5493.477,,
1727,3785.989,,
1728,2056.2666,,
1729,2121.4954,,
1730,3202.9148,,
1731,3489.9382,,
1732,2350.013,,
1733,426.32315,,
1734,1291.2852,,
1735,2148.823,,
1736,1940.7131,,
1737,1986.1204,,
1738,506.08066,,
1739,2605.792,,
1740,1073.5984,,
1741,446.81894,,
1742,2170.2493,,
1743,185.3338,,
1744,239.32812,,
1745,3449.0645,,
1746,599.8588,,
1747,2516.6238,,
1748,2916.5537,,
1749,2950.7705,,
1750,5294.5347,,
1751,1253.5109,,
1752,2789.902,,
1753,3480.194,,
1754,2166.5867,,
1755,371.53976,,
1756,3257.1538,,
1757,3322.2957,,
1758,560.48376,,
1759,2268.5981,,
1760,4637.3105,,
1761,4406.1636,,
1762,2566.0967,,
1763,2920.336,,
1764,1337.9928,,
1765,2386.2778,,
1766,3908.4092,,
1767,1612.033,,
1768,2823.3188,,
1769,4291.3315,,
1770,3995.342,,
1771,2763.595,,
1772,2793.8083,,
1773,3463.2395,,
1774,3116.6958,,
1775,3453.2979,,
1776,1798.839,,
1777,3035.2322,,
1778,731.0141,,
1779,5178.8667,,
1780,781.4982,,
1781,652.2665,,
1782,1476.6038,,
1783,99.785,,
1784,2463.9636,,
1785,360.0522,,
1786,2370.096,,
1787,1093.0867,,
1788,2245.2446,,
1789,2276.4456,,
1790,200.68112,,
1791,2548.4421,,
1792,4458.189,,
1793,2003.9186,,
1794,1265.5773,,
1795,2709.1853,,
1796,3507.0708,,
1797,1410.9667,,
1798,2131.4895,,
1799,967.25793,,
1800,1120.6841,,
1801,6542.3613,,
1802,1649.2155,,
1803,1135.0323,,
1804,2815.6238,,
1805,1007.3059,,
1806,1893.4402,,
1807,208.42673,,
1808,1143.1525,,
1809,3378.2507,,
1810,2744.4048,,
1811,3288.3972,,
1812,219.32147,,
1813,4517.184,,
1814,1308.231,,
1815,829.5465,,
1816,873.4604,,
1817,3132.176,,
1818,2832.0068,,
1819,318.82214,,
1820,2857.9976,,
1821,1944.9471,,
1822,3662.9565,,
1823,93.90457,,
1824,626.0575,,
1825,1812.7014,,
1826,1390.7628,,
1827,2548.2832,,
1828,3554.7615,,
1829,397.6321,,
1830,238.27103,,
1831,2187.2244,,
1832,847.5464,,
1833,613.2128,,
1834,2471.974,,
1835,1482.4624,,
1836,207.78058,,
1837,5744.3545,,
1838,1895.9736,,
1839,2648.8833,,
1840,4179.57,,
1841,2932.642,,
1842,2209.993,,
1843,2882.0598,,
1844,1085.3754,,
1845,1586.7391,,
1846,2459.3442,,
1847,1411.1223,,
1848,1659.8646,,
1849,2575.4177,,
1850,4071.708,,
1851,2562.1594,,
1852,617.4848,,
1853,4119.367,,
1854,2386.119,,
1855,1315.5863,,
1856,2935.053,,
1857,150.56924,,
1858,4217.8965,,
1859,2637.7686,,
1860,1275.6853,,
1861,4439.217,,
1862,3148.5266,,
1863,1761.5731,,
1864,3800.3025,,
1865,1972.8052,,
1866,1793.1008,,
1867,1606.9326,,
1868,895.8492,,
1869,605.04956,,
1870,1933.5603,,
1871,2486.0442,,
1872,187.1988,,
1873,656.45966,,
1874,2188.4802,,
1875,1212.4208,,
1876,5116.794,,
1877,3028.6497,,
1878,1866.5629,,
1879,1981.4454,,
1880,1027.1353,,
1881,2343.4243,,
1882,1534.3427,,
1883,4513.898,,
1884,1354.5864,,
1885,140.4681,,
1886,2641.6191,,
1887,503.37485,,
1888,4735.438,,
1889,617.6977,,
1890,1116.5316,,
1891,3037.993,,
1892,1631.6775,,
1893,1507.3606,,
1894,285.06027,,
1895,7212.512,,
1896,1420.2626,,
1897,3102.4255,,
1898,1981.3097,,
1899,4348.1685,,
1900,3247.0598,,
1901,581.1108,,
1902,252.20808,,
1903,3809.8835,,
1904,2528.4487,,
1905,2379.9082,,
1906,5305.9033,,
1907,4605.8125,,
1908,3606.8726,,
1909,1979.4396,,
1910,2917.8298,,
1911,288.32986,,
1912,2491.0134,,
1913,2142.526,,
1914,2819.0215,,
1915,397.8125,,
1916,975.81476,,
1917,3059.6882,,
1918,1865.2003,,
1919,186.26477,,
1920,1858.8896,,
1921,2075.8918,,
1922,2429.6177,,
1923,4104.9126,,
1924,3222.05,,
1925,1588.3737,,
1926,1740.2614,,
1927,3138.1855,,
1928,1121.5581,,
1929,2050.4126,,
1930,4891.0625,,
1931,175.90372,,
1932,4279.001,,
1933,1330.6902,,
1934,5301.9805,,
1935,2936.4675,,
1936,2510.1792,,
1937,3202.621,,
1938,1671.6346,,
1939,724.9952,,
1940,1654.5609,,
1941,1645.6735,,
1942,1302.2876,,
1943,1004.1671,,
1944,952.02344,,
1945,582.8929,,
1946,5463.493,,
1947,3822.1477,,
1948,553.87317,,
1949,456.34512,,
1950,1090.6478,,
1951,1543.5239,,
1952,4900.4385,,
1953,774.70844,,
1954,2234.0781,,
1955,175.17004,,
1956,2581.4558,,
1957,2644.707,,
1958,627.60925,,
1959,502.1842,,
1960,4216.453,,
1961,1943.8739,,
1962,2010.5381,,
1963,2437.2532,,
1964,3280.8953,,
1965,842.322,,
1966,483.6096,,
1967,2690.533,,
1968,2046.7765,,
1969,420.79138,,
1970,291.83383,,
1971,2253.207,,
1972,292.06262,,
1973,-292.84763,,
1974,370.16748,,
1975,784.2593,,
1976,1281.402,,
1977,3894.7566,,
1978,2269.5046,,
1979,2673.8237,,
1980,1419.9248,,
1981,4089.4507,,
1982,705.47845,,
1983,2216.8115,,
1984,914.11115,,
1985,1869.0146,,
1986,2837.9734,,
1987,627.77985,,
1988,4764.417,,
1989,494.3074,,
1990,2412.664,,
1991,1943.1129,,
1992,3440.6785,,
1993,1810.6736,,
1994,5147.394,,
1995,2614.4082,,
1996,3482.2397,,
1997,787.3927,,
1998,1864.8579,,
1999,1929.7806,,
2000,1459.8915,,
2001,807.49255,,
2002,833.4801,,
2003,3427.5615,,
2004,3342.7427,,
2005,3540.4326,,
2006,2038.4463,,
2007,3415.3606,,
2008,2983.8018,,
2009,3170.5188,,
2010,923.94214,,
2011,3616.8418,,
2012,175.18689,,
2013,932.2202,,
2014,2329.6575,,
2015,3658.4438,,
2016,771.33154,,
2017,1787.5768,,
2018,3942.5232,,
2019,158.65294,,
2020,2371.5598,,
2021,1579.7998,,
2022,3409.8506,,
2023,2290.7856,,
2024,689.3504,,
2025,2487.5767,,
2026,2745.05,,
2027,786.86035,,
2028,5851.674,,
2029,2906.5195,,
2030,1585.031,,
2031,1511.635,,
2032,4977.7,,
2033,1900.3724,,
2034,1863.7946,,
2035,1639.2145,,
2036,3170.1775,,
2037,1042.7762,,
2038,816.76337,,
2039,3330.8943,,
2040,2472.85,,
2041,3231.295,,
2042,1732.2017,,
2043,4158.5615,,
2044,1899.0756,,
2045,607.4566,,
2046,3172.3599,,
2047,3282.6682,,
2048,2517.3076,,
2049,2131.2354,,
2050,2165.0396,,
2051,1281.8434,,
2052,840.231,,
2053,2916.47,,
2054,2687.1377,,
2055,646.8348,,
2056,880.7506,,
2057,771.834,,
2058,3145.2368,,
2059,1158.9104,,
2060,2500.4473,,
2061,2915.6528,,
2062,6830.9146,,
2063,1048.798,,
2064,1324.9801,,
2065,842.5706,,
2066,894.1837,,
2067,1050.4647,,
2068,1553.9103,,
2069,3378.9722,,
2070,2208.7227,,
2071,4359.275,,
2072,657.8814,,
2073,2219.7542,,
2074,1640.4207,,
2075,350.03497,,
2076,797.33136,,
2077,4976.966,,
2078,2718.6309,,
2079,1581.4144,,
2080,1618.0361,,
2081,4273.675,,
2082,175.18161,,
2083,638.3171,,
2084,1440.0212,,
2085,1707.9747,,
2086,2391.2688,,
2087,622.0886,,
2088,2916.3328,,
2089,1245.4785,,
2090,3345.9863,,
2091,4904.163,,
2092,1943.1802,,
2093,3091.4631,,
2094,698.17126,,
2095,1412.191,,
2096,1894.2782,,
2097,2234.0715,,
2098,2538.3347,,
2099,2933.973,,
2100,1570.3768,,
2101,2321.8738,,
2102,1632.6736,,
2103,2894.3857,,
2104,4775.374,,
2105,2352.459,,
2106,372.03098,,
2107,3120.5342,,
2108,3159.2317,,
2109,3207.8625,,
2110,1169.1025,,
2111,2240.9001,,
2112,218.70491,,
2113,4162.534,,
2114,701.55975,,
2115,36.85495,,
2116,1809.0302,,
2117,883.35345,,
2118,667.06396,,
2119,3286.9512,,
2120,4143.439,,
2121,2571.426,,
2122,4328.55,,
2123,5826.0186,,
2124,2624.3286,,
2125,721.8555,,
2126,3662.743,,
2127,2341.6812,,
2128,5942.783,,
2129,2794.8574,,
2130,1391.377,,
2131,157.0637,,
2132,1708.5361,,
2133,2571.7903,,
2134,947.3238,,
2135,299.06085,,
2136,3072.5986,,
2137,6249.899,,
2138,1020.2556,,
2139,718.8695,,
2140,4252.06,,
2141,4219.158,,
2142,3181.26,,
2143,2715.9307,,
2144,2925.3884,,
2145,2383.2212,,
2146,574.7525,,
2147,3330.6653,,
2148,3567.7124,,
2149,2786.7795,,
2150,2288.1245,,
2151,1897.6694,,
2152,1524.2131,,
2153,3023.881,,
2154,3413.3745,,
2155,1049.02,,
2156,5518.9087,,
2157,3263.7983,,
2158,2300.6326,,
2159,797.94037,,
2160,2899.9812,,
2161,1025.7834,,
2162,295.98093,,
2163,343.1186,,
2164,1437.2323,,
2165,1628.7775,,
2166,1115.4799,,
2167,139.95541,,
2168,983.1176,,
2169,5991.3413,,
2170,2754.4026,,
2171,1862.7815,,
2172,2714.7944,,
2173,3065.4502,,
2174,1808.2609,,
2175,1238.8464,,
2176,2698.0833,,
2177,3425.01,,
2178,765.19086,,
2179,62.3189,,
2180,211.3595,,
2181,4358.5283,,
2182,4083.212,,
2183,5260.4375,,
2184,1899.6763,,
2185,8490.452,,
2186,343.83377,,
2187,6827.433,,
2188,2686.6802,,
2189,1601.1581,,
2190,945.9193,,
2191,3999.1777,,
2192,3924.052,,
2193,599.02924,,
2194,1113.3263,,
2195,2502.1704,,
2196,1207.0393,,
2197,3460.988,,
2198,2465.8552,,
2199,1948.3069,,
2200,4312.193,,
2201,4464.2314,,
2202,2151.0515,,
2203,387.4026,,
2204,4052.5369,,
2205,993.5815,,
2206,1407.2401,,
2207,2197.8848,,
2208,5934.6445,,
2209,2165.3196,,
2210,1650.9559,,
2211,544.4275,,
2212,133.44228,,
2213,755.0498,,
2214,3423.3455,,
2215,1970.5973,,
2216,1790.8004,,
2217,3754.5195,,
2218,2381.9624,,
2219,3402.5522,,
2220,594.07605,,
2221,5958.6323,,
2222,424.86456,,
2223,2952.6802,,
2224,1993.5328,,
2225,3092.6,,
2226,1785.4576,,
2227,1716.8591,,
2228,861.32404,,
2229,1619.1569,,
2230,235.8922,,
2231,6174.0166,,
2232,4290.1636,,
2233,936.3538,,
2234,4573.3584,,
2235,602.6666,,
2236,3379.7568,,
2237,648.0027,,
2238,5052.1934,,
2239,4760.216,,
2240,297.35687,,
2241,2943.081,,
2242,1073.6462,,
2243,888.00006,,
2244,2280.5923,,
2245,1070.9536,,
2246,3074.5645,,
2247,2794.1006,,
2248,4969.674,,
2249,2011.0872,,
2250,353.61432,,
2251,2322.202,,
2252,3217.4739,,
2253,2385.4045,,
2254,461.54724,,
2255,2574.884,,
2256,188.28593,,
2257,3218.5952,,
2258,1371.4532,,
2259,3779.739,,
2260,892.758,,
2261,707.6656,,
2262,3353.0151,,
2263,2897.6282,,
2264,2858.7954,,
2265,4642.24,,
2266,1590.8475,,
2267,5455.4297,,
2268,888.7507,,
2269,1364.4851,,
2270,1703.5712,,
2271,3151.7456,,
2272,5089.162,,
2273,5304.4795,,
2274,1179.4309,,
2275,1342.9625,,
2276,606.9282,,
2277,1164.4155,,
2278,3020.9038,,
2279,2520.8267,,
2280,4048.6108,,
2281,1471.498,,
2282,1604.4089,,
2283,1016.8581,,
2284,2153.8633,,
2285,1074.8157,,
2286,4826.3745,,
2287,2860.6216,,
2288,2478.0022,,
2289,2839.3179,,
2290,181.18987,,
2291,3124.45,,
2292,1895.928,,
2293,825.97766,,
2294,1039.8368,,
2295,335.53577,,
2296,2482.094,,
2297,3933.1924,,
2298,819.4162,,
2299,2759.2212,,
2300,3257.8762,,
2301,198.46825,,
2302,437.5084,,
2303,2218.3135,,
2304,2173.2273,,
2305,5844.1704,,
2306,732.23694,,
2307,2082.003,,
2308,1441.533,,
2309,669.83057,,
2310,882.8283,,
2311,1705.8319,,
2312,2584.5713,,
2313,5281.908,,
2314,2576.2422,,
2315,2000.152,,
2316,3091.8345,,
2317,3251.7458,,
2318,3384.439,,
2319,2931.972,,
2320,3433.5955,,
2321,999.9718,,
2322,2275.9424,,
2323,2986.631,,
2324,1801.6595,,
2325,6163.56,,
2326,2678.6128,,
2327,1916.4591,,
2328,1294.8737,,
2329,4172.936,,
2330,1593.74,,
2331,764.4929,,
2332,2132.6943,,
2333,2873.1396,,
2334,2371.3582,,
2335,2035.1418,,
2336,357.70776,,
2337,3031.3013,,
2338,4105.483,,
2339,842.33997,,
2340,541.3927,,
2341,1338.8566,,
2342,864.06006,,
2343,3819.0464,,
2344,2007.4072,,
2345,222.00137,,
2346,2863.0874,,
2347,3174.1433,,
2348,1317.4178,,
2349,919.96716,,
2350,2448.1401,,
2351,152.49901,,
2352,1166.3871,,
2353,3689.0608,,
2354,3011.5947,,
2355,3455.5422,,
2356,107.37255,,
2357,1151.0509,,
2358,2018.2213,,
2359,4003.4568,,
2360,4714.6846,,
2361,3787.5322,,
2362,390.86478,,
2363,2850.1853,,
2364,245.4107,,
2365,319.3485,,
2366,4665.0464,,
2367,4226.871,,
2368,1304.4662,,
2369,3154.7417,,
2370,2510.633,,
2371,805.6524,,
2372,2660.9841,,
2373,1643.2748,,
2374,2266.4336,,
2375,1381.5813,,
2376,1259.1924,,
2377,1200.3501,,
2378,1845.2502,,
2379,1718.9557,,
2380,262.21298,,
2381,990.3266,,
2382,1929.5472,,
2383,3934.5542,,
2384,2322.9236,,
2385,2877.7634,,
2386,342.16913,,
2387,2808.8972,,
2388,1225.165,,
2389,1155.0792,,
2390,749.90784,,
2391,387.20834,,
2392,3449.707,,
2393,313.92938,,
2394,753.35925,,
2395,858.3928,,
2396,825.94354,,
2397,1732.4615,,
2398,1509.0009,,
2399,3497.562,,
2400,4174.358,,
2401,2263.374,,
2402,1786.4314,,
2403,1418.0117,,
2404,483.9186,,
2405,3289.8313,,
2406,4213.995,,
2407,4565.1655,,
2408,246.71666,,
2409,421.4162,,
2410,1517.032,,
2411,519.65045,,
2412,628.3666,,
2413,2194.76,,
2414,2482.1257,,
2415,3963.3157,,
2416,2901.7925,,
2417,2964.2905,,
2418,1618.6312,,
2419,2239.481,,
2420,490.582,,
2421,1961.6578,,
2422,2748.6865,,
2423,5377.0537,,
2424,2751.8376,,
2425,2471.4888,,
2426,3551.3025,,
2427,3076.7146,,
2428,2243.1372,,
2429,2766.7295,,
2430,919.12427,,
2431,617.76373,,
2432,3408.004,,
2433,95.25727,,
2434,2483.973,,
2435,4071.6792,,
2436,2359.4617,,
2437,2604.0217,,
2438,2206.568,,
2439,3101.0952,,
2440,3501.2683,,
2441,744.42236,,
2442,4997.7603,,
2443,3106.7961,,
2444,2545.7065,,
2445,3234.4194,,
2446,2279.8245,,
2447,4094.9604,,
2448,2761.1172,,
2449,3121.6946,,
2450,4206.185,,
2451,2885.8398,,
2452,612.6209,,
2453,1711.7675,,
2454,1814.9778,,
2455,128.33984,,
2456,1710.3661,,
2457,4702.8936,,
2458,988.359,,
2459,4639.2393,,
2460,657.1959,,
2461,2012.7655,,
2462,2531.5325,,
2463,4327.1587,,
2464,3197.09,,
2465,1344.7172,,
2466,1147.0945,,
2467,2702.53,,
2468,1967.5645,,
2469,999.975,,
2470,954.47974,,
2471,2972.5117,,
2472,596.87396,,
2473,1581.2213,,
2474,2876.8499,,
2475,1038.8572,,
2476,478.24994,,
2477,1000.6904,,
2478,5823.986,,
2479,339.68823,,
2480,3178.6375,,
2481,1526.5798,,
2482,1997.9325,,
2483,2722.7478,,
2484,3074.6692,,
2485,647.34894,,
2486,2259.0337,,
2487,2789.0122,,
2488,151.45486,,
2489,2749.7317,,
2490,522.00525,,
2491,2534.8396,,
2492,1441.2977,,
2493,4661.436,,
2494,2635.3538,,
2495,2346.817,,
2496,1753.979,,
2497,2700.1262,,
2498,1401.0604,,
2499,434.12695,,
2500,883.75836,,
2501,1472.5161,,
2502,1480.8512,,
2503,815.228,,
2504,240.54759,,
2505,186.2667,,
2506,2985.5837,,
2507,1235.1624,,
2508,2006.4838,,
2509,1848.285,,
2510,2892.6611,,
2511,1313.4031,,
2512,2777.1135,,
2513,3058.6304,,
2514,2244.0603,,
2515,253.81998,,
2516,260.93048,,
2517,1488.2383,,
2518,2164.0212,,
2519,1533.9417,,
2520,5619.987,,
2521,2482.5476,,
2522,-58.81954,,
2523,1624.1796,,
2524,2606.9536,,
2525,2235.6785,,
2526,3452.1968,,
2527,1005.59576,,
2528,1805.0126,,
2529,3482.7158,,
2530,3202.8457,,
2531,2299.5427,,
2532,1372.923,,
2533,4137.58,,
2534,519.817,,
2535,2145.0925,,
2536,1387.4081,,
2537,1252.8346,,
2538,3426.135,,
2539,4802.994,,
2540,1460.3915,,
2541,917.0605,,
2542,3426.208,,
2543,3089.33,,
2544,2187.1865,,
2545,1457.2136,,
2546,2739.5168,,
2547,3898.1333,,
2548,2996.5408,,
2549,3408.1687,,
2550,3431.3538,,
2551,3367.2559,,
2552,2358.6118,,
2553,3758.7275,,
2554,711.86926,,
2555,4280.6543,,
2556,3191.5598,,
2557,1423.5331,,
2558,1430.2289,,
2559,3721.6055,,
2560,1943.6903,,
2561,188.74454,,
2562,2936.2441,,
2563,1436.952,,
2564,2905.392,,
2565,2034.4897,,
2566,520.2746,,
2567,5370.03,,
2568,392.90094,,
2569,1576.0829,,
2570,2852.919,,
2571,1987.6581,,
2572,1576.8755,,
2573,1783.2849,,
2574,2414.727,,
2575,744.31445,,
2576,3297.396,,
2577,3024.7373,,
2578,3995.8232,,
2579,2212.354,,
2580,1322.9811,,
2581,2310.8545,,
2582,781.38934,,
2583,1214.4984,,
2584,75.8091,,
2585,2187.7952,,
2586,5103.2983,,
2587,4132.5596,,
2588,5139.8013,,
2589,4200.472,,
2590,2273.8499,,
2591,1206.7399,,
2592,1248.7052,,
2593,1267.474,,
2594,3029.2822,,
2595,1282.5691,,
2596,2765.4592,,
2597,723.871,,
2598,1349.517,,
2599,2376.9192,,
2600,289.5432,,
2601,1530.8749,,
2602,1701.0902,,
2603,2186.577,,
2604,1759.1981,,
2605,295.16907,,
2606,1782.5787,,
2607,2813.278,,
2608,1952.1865,,
2609,90.83603,,
2610,809.91223,,
2611,1719.6696,,
2612,4073.2031,,
2613,1661.1338,,
2614,1659.7244,,
2615,2111.9333,,
2616,1367.5643,,
2617,4054.1907,,
2618,2724.1145,,
2619,1977.8568,,
2620,2980.2686,,
2621,436.67346,,
2622,439.58145,,
2623,3774.21,,
2624,4157.194,,
2625,238.95644,,
2626,368.97427,,
2627,2131.2834,,
2628,411.21933,,
2629,1235.8679,,
2630,2089.408,,
2631,4464.2314,,
2632,1436.9729,,
2633,2141.0823,,
2634,8693.138,,
2635,1598.1279,,
2636,3728.751,,
2637,1552.9767,,
2638,611.8043,,
2639,2340.4424,,
2640,2594.1797,,
2641,193.6064,,
2642,1634.5612,,
2643,3062.9055,,
2644,2693.9597,,
2645,1267.5533,,
2646,2566.1804,,
2647,1281.5322,,
2648,305.22406,,
2649,5072.83,,
2650,672.3797,,
2651,3351.6482,,
2652,528.71027,,
2653,3033.0635,,
2654,4617.1597,,
2655,2885.7847,,
2656,1262.4728,,
2657,3337.7466,,
2658,2536.637,,
2659,1743.5317,,
2660,1370.0638,,
2661,3309.4949,,
2662,1211.9349,,
2663,690.4422,,
2664,1025.951,,
2665,2019.7087,,
2666,4196.8906,,
2667,2003.746,,
2668,1782.8566,,
2669,3869.976,,
2670,2779.3462,,
2671,1855.9515,,
2672,1036.1838,,
2673,1703.8286,,
2674,1483.8716,,
2675,2272.9978,,
2676,1259.7042,,
2677,264.22217,,
2678,2168.8875,,
2679,2198.3694,,
2680,306.44226,,
2681,1061.1156,,
2682,2898.3743,,
2683,2030.0787,,
2684,3215.2527,,
2685,1830.9445,,
2686,1483.4352,,
2687,797.80707,,
2688,1716.5269,,
2689,1271.9962,,
2690,2937.796,,
2691,763.58105,,
2692,1026.6012,,
2693,4018.2595,,
2694,273.90826,,
2695,3138.3303,,
2696,2311.3389,,
2697,2027.6395,,
2698,5508.791,,
2699,2685.284,,
2700,1655.6549,,
2701,3045.3142,,
2702,3272.5012,,
2703,1901.9,,
2704,2512.7983,,
2705,1038.2756,,
2706,2860.269,,
2707,2771.2222,,
2708,1514.276,,
2709,2120.112,,
2710,3126.098,,
2711,4575.4985,,
2712,329.10468,,
2713,2973.4822,,
2714,3391.0457,,
2715,2510.259,,
2716,1866.3232,,
2717,601.3539,,
2718,1852.3351,,
2719,1660.641,,
2720,419.38702,,
2721,175.98979,,
2722,4912.3345,,
2723,2033.6543,,
2724,2251.4597,,
2725,2785.4148,,
2726,1363.3296,,
2727,186.2667,,
